0	0	0	
1	4	81	
3	384	419904	
16	82944	198727782	
125	32768000	102793203	
1296	735999860	64489703	
16807	206170895	221720019	
262144	589630679	731964602	
4782969	837095895	427607297	
100000000	677467778	570658410	
357947677	488576773	863731318	
917363797	58667980	51385376	
160381493	4839066	950489013	
911978445	805481077	686690439	
54736010	488142662	39895491	
533524785	61226675	348574088	
472854576	755478778	804768700	
517540054	514696594	257873696	
94449985	3218685	196359379	
12845056	968045723	550507258	
292439931	783665042	379629595	
969164667	397549340	382363480	
488796791	157857338	611184098	
279878288	940777726	800386314	
355001804	94944007	893427677	
922226620	397597145	892041628	
100094381	220430359	660920086	
919040876	414661207	194231015	
115157688	721404857	674647958	
428755556	500837654	889919710	
680091479	156660011	127893302	
769740174	333711636	808522985	
431068118	307020594	271187974	
285356966	907244072	878682416	
432272426	591152081	451979300	
666954141	340255723	736689941	
846631831	880493891	983854733	
358420421	770383052	590328182	
181838520	67978194	453165098	
721054961	562594631	77286786	
638118873	317744903	779921618	
704542770	509485829	426430289	
532425698	293644601	577880797	
962074526	397381307	24556845	
168971720	241105059	662137775	
268000901	99219022	358484930	
717010396	106111835	110539077	
442193732	618177504	50457843	
30998534	957688826	221924931	
48440174	339200140	962340736	
203336104	70676874	153882771	
371205351	274156494	61293514	
388829234	963058882	136993561	
539819832	604726853	936242824	
563821048	98437122	565507350	
999238801	398736151	957686284	
190310457	947206629	502547207	
517439667	74129801	398704082	
661938446	474000145	732359609	
187426834	777978730	731593373	
60198	341256466	112890300	
716502901	813407723	561237431	
38706303	31296750	755517440	
449093830	511970273	816892483	
137337779	167373867	585375816	
739632144	955534820	562399075	
763350522	827836138	440652329	
938663648	67185502	190238720	
954875656	724166542	678981883	
179415332	68030448	83914634	
144491138	785851886	665858507	
859534300	448483750	482987142	
164061066	926823370	864218264	
582352780	990933237	865711765	
223070842	440076973	89972627	
786763429	391905711	713496345	
801562857	529076038	693309260	
719739659	237526523	519152775	
698980625	353868465	57649375	
775775891	704163137	590333562	
542273959	181937733	222501970	
644382081	836809399	761440621	
383007970	574172751	113215113	
186166491	788329854	524630760	
829182156	427588015	100655839	
456945415	476627986	63332603	
797371286	342319132	483123808	
880384166	691399173	542840247	
170486564	171614583	359442899	
870986326	5141150	739165488	
17668732	78427566	698160710	
928910834	919709612	368070656	
729126385	59804544	894002823	
489517034	23595720	585083527	
665125464	162116519	107509557	
316113016	128984451	39420648	
592676059	228633836	395364551	
526406787	974295564	243927615	
209958673	553741246	330488233	
142142410	483389032	388683678	
925766588	951819278	356048104	
496420080	311717254	475675000	
215780280	272688443	809829550	
54025493	122631016	970571128	
827714621	404399481	866798630	
930396944	959778289	222886779	
808482164	865717734	428351704	
538271893	700136333	252627390	
919542426	803914678	104436670	
668955649	167235062	94891489	
307225595	282920333	503836201	
979823304	491005013	325678640	
717752011	848620289	324830519	
321602275	457335752	290869912	
28920463	567115072	818475079	
355319206	416190359	957454350	
462589480	818380550	787067101	
654764034	946706325	15492240	
369932337	971604481	577949809	
833951200	393317196	25829082	
175706168	2123418	968429960	
79340085	98208418	156419979	
189300117	978389852	63152416	
600949279	596127486	584225563	
93442823	716328654	913892730	
291965341	864557510	578833006	
149212756	906477448	263505753	
466308558	777734324	339088991	
965776076	123422347	268725757	
248609844	960915220	692994542	
349239520	360720563	250636542	
712057871	663042092	889261011	
732448388	769477152	45311321	
294362757	154290286	611932840	
92115908	228207106	662175455	
221227827	47676563	273997087	
509215883	439135528	576232146	
216100936	890683132	37124746	
979902291	527152208	160609683	
602989445	833688812	707373481	
376064390	742737742	498973409	
459917848	713831655	16289161	
985211507	321502747	16363837	
179333875	500714766	514769605	
909782952	810676113	578592165	
64884048	25728233	32535000	
737637764	516421380	442091331	
563744576	415469287	149310341	
653655301	714005516	782571302	
485573539	436639098	906337267	
241279556	55920501	253192923	
330545479	928812751	67464377	
111772451	172857479	600391116	
116072310	827851220	598288749	
610397066	738180320	73427959	
885767845	280290458	95349312	
961893136	826937984	823986170	
919669633	723172830	47279202	
168900906	733652750	624573899	
695424734	333550523	203313754	
451604841	793744816	693485088	
146248837	885081176	440897767	
835657975	664448512	292962929	
829401774	217753161	77361987	
670704897	632884527	823239257	
533646328	394456132	370541694	
115929438	107646073	984305995	
523698783	143295840	731731010	
846281309	553991473	83384438	
481354967	42178821	185486377	
886510751	17690122	893574940	
392777636	665403274	86147457	
356545702	507927291	500948150	
678404266	176187126	897708299	
650064584	281467457	986937600	
672895284	927607769	713791882	
614948649	329906091	297645173	
924620088	737415291	156264200	
701150142	219826870	2054214	
525507542	10764481	840500078	
883102010	408809842	354090413	
740110860	147298023	613520302	
361443400	798232836	756328197	
129150257	294326142	827286177	
376907847	365123700	950325509	
654645752	505269805	35941302	
682556263	556096291	122208081	
437646455	869249011	873151831	
38420517	181024920	956866808	
887516190	275091926	458835262	
616051043	988027900	181273620	
806485209	972904801	286895330	
11717998	732811112	100673917	
224412866	958753621	121341385	
118197440	320871533	865365279	
386606412	718359415	638089050	
534640817	85528680	365807477	
408050864	343588934	83220626	
111013896	20696906	229224864	
510465851	150022317	16081228	
190883059	216566840	951654916	
200441417	729635363	154240204	
465510541	244851148	782095293	
999946446	718406935	173420125	
732047595	992729213	780770294	
56478776	743783638	373825805	
508499016	262746327	833778827	
379615119	894204467	995679287	
658413177	735865130	815686868	
338294053	90988321	116106723	
12164648	592080292	221351919	
52962576	3151478	352341143	
926282439	209202939	891021413	
819360538	200882407	563836774	
207699812	350334681	539255431	
39040300	719861450	615329548	
321859177	674117149	417863518	
915775473	720416348	777733245	
592017001	455489751	91387831	
641505662	841746507	741392134	
361955563	984844891	77269306	
973281043	727740745	96446911	
374453272	334027257	827388462	
674686987	982976397	290078960	
982651992	704560501	738573628	
671754243	10178251	38098633	
251693511	468302909	824779828	
134793312	10806110	672158750	
471792412	985595123	620165926	
950432760	921127588	629090431	
543153280	551611235	28819971	
236220103	210923179	375427746	
277211652	636576450	676418040	
538135511	833856815	156879227	
419348852	19032577	667382032	
31229437	43220233	146009047	
678318993	457954740	373791810	
893066164	513129715	279887214	
764158106	297658558	294441262	
528638402	631366193	913247884	
891208158	42919242	214683231	
946055453	73413383	668804314	
230905599	871064223	974202288	
775359178	302273038	995270690	
61590148	473690571	140446603	
345104372	365784430	472458878	
709472213	731124444	125984058	
595454506	247131763	599398772	
465294653	185111738	399480945	
142417880	987138272	947982392	
80045826	502783545	704304182	
659608908	433154623	502569882	
174994614	300556168	536803980	
899293094	508267155	370844970	
224265748	547781588	598712369	
252569729	643729860	329010783	
919650826	486144656	605357026	
526023862	458714648	290421849	
317312233	235508085	510949029	
526833508	249174271	720133416	
788282137	908244344	933215642	
750421378	778032959	498005077	
640378882	438233390	273005320	
435510303	230480087	540851823	
434294587	663501690	473482352	
580555538	806673582	809782987	
961317798	328529670	858306993	
23116700	147875075	974545619	
30453648	804376956	395494791	
132801715	558449682	182918317	
644822017	36285318	501038861	
471956918	508425956	256867446	
267721157	265629754	495743096	
141309144	701666455	614612476	
948996342	714015798	377011519	
412393634	287574784	852564291	
79147407	679003449	203878203	
594843175	57193163	71391272	
597635777	336454161	212397902	
184363944	22575239	505248021	
700555682	227039435	163798539	
136504018	612880359	809050420	
195711517	181969363	680056860	
963108041	753604998	103663909	
752726427	65763978	890132240	
483103792	171107399	454205893	
853613985	231679308	205086865	
70593848	92554547	474699709	
189769173	993816655	87010403	
863652562	586589448	197981074	
35311943	563701458	951106582	
935305416	406862288	856829281	
351022744	334026329	420496490	
508321358	879508806	673967433	
232373343	408877110	945216090	
267999042	941089112	173669973	
693751876	84055240	236169431	
656981001	621740269	150819768	
914060384	406129307	918398357	
394671363	618738901	46430677	
839309876	892865870	249786848	
28274426	257528947	161258039	
700150156	772136311	579895040	
259428849	983199307	158653649	
365819173	176425416	453387064	
148954103	19375337	809142316	
264926170	269135632	21420904	
353418272	982369343	262588984	
437808650	37338903	893935497	
380158814	425816679	408174628	
783660768	432725361	659157246	
282531285	393855471	874536753	
372348063	137235655	843070340	
800128567	337498791	36035440	
105175044	67042229	14974379	
250340487	53460553	285834704	
89996282	673743268	231668239	
52449179	219469369	112906949	
970259277	684250759	37240528	
943663643	491695877	956787299	
181492216	993002386	971405442	
319786676	334575509	296268596	
476867577	518944413	87049855	
188429787	196819229	673154506	
675075691	45173072	712071980	
972026304	572113602	964844045	
91841551	507204545	412609546	
397364116	805298984	601651862	
68395306	164962047	719239520	
287507902	31561870	490198921	
284658243	397318798	419422725	
116961237	508280823	495587230	
471453123	913892936	688607231	
577094101	637657525	403948235	
911800781	729827353	37177362	
25880876	117479375	978039091	
23733378	104183304	913207068	
469647897	399976978	833350000	
153783742	512315851	86021592	
3688198	341599646	708318692	
313359555	829990953	43966530	
54546652	949954853	988037060	
598133089	534042394	307793042	
385456535	559709779	140968650	
856618488	251820464	856031131	
155091799	387528328	786287417	
631285237	302613159	158450529	
880989634	458521911	278778452	
701239822	751767981	774119302	
805828285	741828384	208091816	
962363276	800231068	173232888	
395780557	867452102	733132543	
92052411	18081637	311992797	
377049789	46754760	599017556	
738249297	530551219	423833604	
653604070	302427482	995744740	
874104695	717464607	761607450	
429390400	679630700	874267039	
984902579	866241449	469605722	
956001600	859246012	417624703	
662061902	451615801	54915892	
687195163	540903154	357577843	
218175246	120792634	73630831	
140021182	613986062	983203713	
593260693	438339674	873776417	
177512272	555619609	937755479	
587776431	441115962	351839222	
118048507	170281604	252945719	
363362081	518465954	197756745	
395681009	516657929	796166085	
147692634	40047443	637942042	
995499622	534026148	206336405	
392319781	316321685	59960675	
